,CustomerId,Surname,CreditScore,Geography,Gender,Age,EstimatedSalary,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
24,15625047,Yen,846,France,Female,38,187616.16,0.0,1,1,5,1,0
25,15738191,Maclean,577,France,Male,25,124508.29,0.0,2,1,3,1,0
26,15736816,Young,756,Germany,Male,36,170041.95,136815.64,1,1,2,1,0
27,15700772,Nebechi,571,France,Male,44,38433.35,0.0,2,0,9,0,0
28,15728693,McWilliams,574,Germany,Female,43,67859.0,141349.43,1,1,3,1,0
29,15656300,Lucciano,411,France,Male,29,53483.21,59697.17,2,1,0,1,0
30,15589475,Azikiwe,591,Spain,Female,39,140469.38,0.0,3,0,3,0,1
31,15706552,Odinakachukwu,533,France,Male,36,156731.91,85311.7,1,1,7,1,0
32,15750181,Sanderson,553,Germany,Male,41,81898.81,110112.54,2,0,9,0,0
33,15659428,Maggard,520,Spain,Female,42,34410.55,0.0,2,1,6,1,0
34,15732963,Clements,722,Spain,Female,29,142033.07,0.0,2,1,9,1,0
35,15794171,Lombardo,475,France,Female,45,27822.99,134264.04,1,0,0,0,1
36,15788448,Watson,490,Spain,Male,31,114066.77,145260.23,1,1,3,1,0
37,15729599,Lorenzo,804,Spain,Male,33,98453.45,76548.6,1,1,7,1,0
38,15717426,Armstrong,850,France,Male,36,40812.9,0.0,1,1,7,1,0
39,15585768,Cameron,582,Germany,Male,41,178074.04,70349.48,2,1,6,1,0
40,15619360,Hsiao,472,Spain,Male,40,70154.22,0.0,1,0,4,0,0
41,15738148,Clarke,465,France,Female,51,181297.65,122522.32,1,0,8,0,1
42,15687946,Osborne,556,France,Female,61,94153.83,117419.35,1,1,2,1,0
43,15755196,Lavine,834,France,Female,49,194365.76,131394.56,1,0,2,0,1
44,15684171,Bianchi,660,Spain,Female,61,158338.39,155931.11,1,1,5,1,0
45,15754849,Tyler,776,Germany,Female,32,126517.46,109421.13,2,1,4,1,0
46,15602280,Martin,829,Germany,Female,27,119708.21,112045.67,1,1,9,1,1
47,15771573,Okagbue,637,Germany,Female,39,117622.8,137843.8,1,1,9,1,1
48,15766205,Yin,550,Germany,Male,38,90878.13,103391.38,1,1,2,1,0
49,15771873,Buccho,776,Germany,Female,37,194099.12,103769.22,2,0,2,0,0
50,15616550,Chidiebele,698,Germany,Male,44,198059.16,116363.37,2,0,10,0,0
51,15768193,Trevisani,585,Germany,Male,36,86424.57,146050.97,2,0,5,0,0
52,15683553,O'Brien,788,France,Female,33,116978.19,0.0,2,0,5,0,0
53,15702298,Parkhill,655,Germany,Male,41,164040.94,125561.97,1,0,8,0,1
54,15569590,Yoo,601,Germany,Male,42,40014.76,98495.72,1,0,1,0,1
55,15760861,Phillipps,619,France,Male,43,113410.49,125211.92,1,1,1,1,0
56,15630053,Tsao,656,France,Male,45,87107.57,127864.4,1,0,5,0,0
57,15647091,Endrizzi,725,Germany,Male,19,45613.75,75888.2,1,0,0,0,0
58,15623944,T'ien,511,Spain,Female,66,1643.11,0.0,1,0,4,0,1
59,15804771,Velazquez,614,France,Male,51,46775.28,40685.92,1,1,4,1,0
60,15651280,Hunter,742,Germany,Male,35,84509.57,136857.0,1,0,5,0,0
61,15773469,Clark,687,Germany,Female,27,126494.82,152328.88,2,0,9,0,0
62,15702014,Jeffrey,555,Spain,Male,33,178798.13,56084.69,2,0,1,0,0
63,15751208,Pirozzi,684,Spain,Male,56,99398.36,78707.16,1,1,8,1,0
64,15592461,Jackson,603,Germany,Male,26,92840.67,109166.37,1,1,4,1,0
65,15789484,Hammond,751,Germany,Female,36,27758.36,169831.46,2,1,6,1,0
66,15696061,Brownless,581,Germany,Female,34,110431.51,101633.04,1,0,1,0,0
67,15641582,Chibugo,735,Germany,Male,43,196673.28,123180.01,2,1,10,1,0
68,15638424,Glauert,661,Germany,Female,35,113656.85,150725.53,2,1,5,1,0
69,15755648,Pisano,675,France,Female,21,18203.0,98373.26,1,0,8,0,0
70,15703793,Konovalova,738,Germany,Male,58,28373.86,133745.44,4,0,2,0,1
71,15620344,McKee,813,France,Male,29,33953.87,0.0,1,0,6,0,0
72,15812518,Palermo,657,Spain,Female,37,44203.55,163607.18,1,1,0,1,0
73,15779052,Ballard,604,Germany,Female,25,58426.81,157780.84,2,1,5,1,0
74,15770811,Wallace,519,France,Male,36,145562.4,0.0,2,1,9,1,0
75,15780961,Cavenagh,735,France,Female,21,22388.0,178718.19,2,0,1,0,0
76,15614049,Hu,664,France,Male,55,139161.64,0.0,2,1,8,1,0
77,15662085,Read,678,France,Female,32,148210.64,0.0,1,1,9,1,0
78,15575185,Bushell,757,Spain,Male,33,194239.63,77253.22,1,1,5,1,0
79,15803136,Postle,416,Germany,Female,41,98301.61,122189.66,2,0,10,0,0
80,15706021,Buley,665,France,Female,34,171413.66,96645.54,2,0,1,0,0
81,15663706,Leonard,777,France,Female,32,136458.19,0.0,1,0,2,0,1
82,15641732,Mills,543,France,Female,36,26019.59,0.0,2,0,3,0,0
83,15701164,Onyeorulu,506,France,Female,34,159235.29,90307.62,1,1,4,1,0
84,15738751,Beit,493,France,Female,46,1907.66,0.0,2,0,4,0,0
85,15805254,Ndukaku,652,Spain,Female,75,114675.75,0.0,2,1,10,1,0
86,15762418,Gant,750,Spain,Male,22,128643.35,121681.82,1,0,3,0,1
87,15625759,Rowley,729,France,Male,30,151869.35,0.0,2,0,9,0,0
88,15622897,Sharpe,646,France,Female,46,93251.42,0.0,3,0,4,0,1
89,15767954,Osborne,635,Germany,Female,28,156791.36,81623.67,2,1,3,1,0
90,15757535,Heap,647,Spain,Female,44,174205.22,0.0,3,1,5,1,1
91,15731511,Ritchie,808,France,Male,45,147132.46,118626.55,2,0,7,0,0
92,15809248,Cole,524,France,Female,36,109614.57,0.0,2,0,10,0,0
93,15640635,Capon,769,France,Male,29,172290.61,0.0,2,1,8,1,0
94,15676966,Capon,730,Spain,Male,42,85982.47,0.0,2,1,4,1,0
95,15699461,Fiorentini,515,Spain,Male,35,121277.78,176273.95,1,1,10,1,0
96,15738721,Graham,773,Spain,Male,41,64595.25,102827.44,1,1,9,1,0
97,15693683,Yuille,814,Germany,Male,29,197276.13,97086.4,2,1,8,1,0
98,15604348,Allard,710,Spain,Male,22,99645.04,0.0,2,0,8,0,0
99,15633059,Fanucci,413,France,Male,34,6534.18,0.0,2,0,9,0,0
100,15808582,Fu,665,France,Female,40,161848.03,0.0,1,1,6,1,0
101,15743192,Hung,623,France,Female,44,167162.43,0.0,2,0,6,0,0
102,15580146,Hung,738,France,Male,31,41970.72,82674.15,1,0,9,0,0
103,15776605,Bradley,528,Spain,Male,36,60536.56,0.0,2,0,7,0,0
104,15804919,Dunbabin,670,Spain,Female,65,177655.68,0.0,1,1,1,1,1
105,15613854,Mauldon,622,Spain,Female,46,30984.59,107073.27,2,1,4,1,1
106,15599195,Stiger,582,Germany,Male,32,10054.53,88938.62,1,1,1,1,0
107,15812878,Parsons,785,Germany,Female,36,36976.52,99806.85,1,1,2,1,0
108,15602312,Walkom,605,Spain,Male,33,71862.79,150092.8,1,0,5,0,0
109,15744689,T'ang,479,Germany,Male,35,99449.86,92833.89,1,0,9,0,1
110,15803526,Eremenko,685,Germany,Male,30,63082.88,90536.81,1,1,3,1,0
111,15665790,Rowntree,538,Germany,Male,39,27231.26,108055.1,2,0,7,0,0
112,15715951,Thorpe,562,France,Male,42,86797.41,100238.35,1,0,2,0,0
113,15591100,Chiemela,675,Spain,Male,36,22994.32,106190.55,1,1,9,1,0
114,15609618,Fanucci,721,Germany,Male,28,101300.94,154475.54,2,1,9,1,1
115,15675522,Ko,628,Germany,Female,30,74169.13,132351.29,2,1,9,1,0
116,15705512,Welch,668,Germany,Female,37,115638.29,167864.4,1,0,6,0,0
117,15698028,Duncan,506,France,Female,41,31766.3,0.0,2,0,1,0,0
118,15661670,Chidozie,524,Germany,Female,31,199725.39,107818.63,1,0,8,0,1
119,15600781,Wu,699,Germany,Male,34,120834.48,185173.81,2,0,4,0,0
120,15682472,Culbreth,828,France,Male,34,38131.77,129433.34,2,0,8,0,0
121,15580203,Lombardo,674,Spain,Male,39,123985.38,120193.42,1,0,6,0,0
122,15690673,Cameron,656,France,Female,39,141069.88,0.0,2,0,6,0,0
123,15760085,Calabresi,684,Germany,Female,48,198129.36,126384.42,1,1,10,1,0
124,15779659,Zetticci,625,France,Female,28,183646.41,0.0,1,0,3,0,0
125,15627360,Fuller,432,France,Male,42,110265.24,152603.45,1,0,9,0,1
126,15671137,MacDonald,549,France,Female,52,8636.05,0.0,1,1,1,1,1
127,15782688,Piccio,625,Germany,Male,56,46824.08,148507.24,1,0,0,0,1
128,15575492,Kennedy,828,France,Female,41,171378.77,0.0,2,0,7,0,0
129,15591607,Fernie,770,France,Male,24,167256.35,101827.07,1,0,9,0,0
130,15740404,He,758,France,Female,34,124226.16,0.0,2,1,3,1,0
131,15718369,Kaodilinakachukwu,795,Germany,Female,33,114935.21,130862.43,1,1,9,1,0
132,15677871,Cocci,687,France,Male,38,35608.88,122570.87,1,1,9,1,0
133,15642004,Alekseeva,686,France,Male,25,16459.37,0.0,2,1,1,1,0
134,15712543,Chinweike,789,Germany,Male,39,124411.08,124828.46,2,1,7,1,0
135,15584518,Arthur,589,Germany,Female,50,34941.23,144895.05,2,1,5,1,0
136,15802381,Li,461,Germany,Female,34,167784.28,63663.93,1,1,5,1,0
137,15610156,Ma,637,France,Male,40,93165.34,133463.1,1,1,2,1,0
138,15594408,Chia,584,Spain,Female,48,75161.25,213146.2,1,0,2,0,1
139,15640905,Vasin,579,Spain,Female,35,8590.83,129490.36,2,1,1,1,1
140,15698932,Groves,756,Germany,Male,44,189543.9,137452.09,1,0,10,0,0
141,15724944,Tien,663,France,Male,34,180427.24,0.0,2,1,7,1,0
142,15628145,Forwood,682,France,Female,43,193318.33,125851.93,1,1,5,1,0
143,15713483,Greeves,793,Spain,Male,52,159123.82,0.0,1,0,2,0,1
144,15612350,Taylor,691,France,Female,31,126213.84,40915.55,1,0,5,0,1
145,15800703,Madukwe,485,Spain,Female,21,54141.5,113157.22,1,1,5,1,0
146,15705707,Bennelong,635,Spain,Female,29,141075.51,138296.94,2,0,8,0,0
147,15754105,Olisanugo,650,France,Male,37,24495.03,106967.18,1,0,5,0,0
148,15703264,Chukwufumnanya,735,France,Male,44,74836.34,120681.63,1,0,9,0,0
149,15794413,Harris,416,France,Male,32,878.87,0.0,2,1,0,1,0
150,15650237,Morgan,754,Spain,Female,32,89520.75,0.0,2,0,7,0,0
151,15759618,Alexeeva,535,France,Female,48,149892.79,0.0,1,0,9,0,1
152,15811589,Metcalfe,716,Spain,Male,42,180800.42,0.0,2,0,8,0,0
153,15689044,Humphries,539,France,Male,37,98646.22,127609.59,1,0,2,0,0
154,15709368,Milne,614,France,Female,43,109041.53,0.0,2,1,6,1,0
155,15679145,Chou,706,Spain,Male,57,17941.16,0.0,1,0,7,0,1
156,15655007,Li,758,France,Female,33,82996.47,0.0,2,0,7,0,0
157,15623595,Clayton,586,Spain,Female,28,92067.35,0.0,2,1,2,1,0
158,15589975,Maclean,646,France,Female,73,104719.66,97259.25,1,1,6,1,0
159,15804017,Chigolum,631,Germany,Female,33,112687.57,123246.7,1,0,4,0,0
160,15692132,Wilkinson,717,Spain,Female,22,84699.56,101060.25,1,1,6,1,0
161,15641122,Wei,684,France,Male,30,83473.82,0.0,2,0,2,0,0
162,15630910,Treacy,800,France,Female,49,47125.11,108007.36,1,0,7,0,0
163,15680772,Hu,721,Spain,Female,36,106977.8,0.0,2,1,2,1,0
164,15658929,Taverner,683,Spain,Male,29,55582.54,133702.89,1,0,0,0,1
165,15585388,Sherman,660,Germany,Male,31,139874.43,125189.75,2,1,9,1,0
166,15724623,Taubman,704,Germany,Female,24,162503.48,113034.22,1,0,7,0,1
167,15588537,Robinson,615,Spain,Female,41,196499.96,109013.23,1,0,9,0,0
168,15574692,Pinto,667,Spain,Female,39,40721.24,0.0,2,0,2,0,1
169,15611325,Wood,682,Germany,Male,24,53134.3,57929.81,2,0,9,0,0
170,15587562,Hawkins,484,France,Female,29,164017.89,130114.39,1,0,4,0,0
171,15613172,Sun,628,Germany,Male,27,155996.96,95826.49,2,0,5,0,0
172,15651022,Yost,480,Germany,Male,44,5472.7,129608.57,1,0,10,0,1
173,15586310,Ting,578,France,Male,30,112187.11,169462.09,1,0,4,0,0
174,15625524,Rowe,512,France,Male,40,146457.83,0.0,2,1,5,1,0
175,15755209,Fu,484,Spain,Female,35,27286.1,133868.21,1,1,7,1,0
176,15645248,Ho,510,France,Female,30,130553.47,0.0,2,1,0,1,0
177,15790355,Okechukwu,606,Germany,Male,36,179351.89,190479.48,2,0,5,0,0
178,15762615,Campbell,597,Spain,Female,40,94774.12,101993.12,1,1,8,1,0
179,15625426,Ashbolt,754,Germany,Female,55,8080.85,161608.81,1,0,3,0,1
180,15716334,Rozier,850,Spain,Female,45,19482.5,122311.21,1,1,2,1,0
181,15789669,Hsia,510,France,Male,65,48071.61,0.0,2,1,2,1,0
182,15621075,Ogbonnaya,778,Germany,Female,45,174531.27,162150.42,2,0,1,0,0
183,15810845,T'ang,636,France,Male,42,55470.78,0.0,2,1,2,1,0
184,15719377,Cocci,804,France,Female,50,8546.87,0.0,1,1,4,1,1
185,15654506,Chang,514,France,Male,32,95857.18,0.0,2,0,8,0,0
186,15771977,T'ao,730,France,Female,39,194945.8,99010.67,1,0,1,0,0
187,15708710,Ford,525,Spain,Female,37,131521.72,0.0,1,1,0,1,0
188,15726676,Marshall,616,Spain,Male,30,196108.51,0.0,2,1,5,1,0
189,15587421,Tsai,687,Germany,Female,34,148564.76,111388.18,2,0,7,0,0
190,15726931,Onwumelu,715,France,Female,41,92982.61,56214.85,2,0,8,0,1
191,15771086,Graham,512,France,Female,36,17675.36,84327.77,2,0,3,0,0
192,15756850,Golovanov,479,France,Male,40,114996.43,0.0,2,0,1,0,0
193,15702741,Potts,601,France,Male,32,86957.42,93012.89,1,0,8,0,0
194,15679200,Crawford,580,Spain,Male,29,128077.8,61710.44,2,0,9,0,0
195,15594815,Aleshire,807,France,Male,35,600.36,174790.15,1,1,3,1,0
196,15635905,Moran,616,Spain,Female,32,43001.46,0.0,2,1,6,1,0
197,15777892,Samsonova,721,Germany,Male,37,158591.12,107720.64,1,1,3,1,0
198,15656176,Jenkins,501,France,Male,57,47847.19,0.0,2,1,10,1,0
199,15811127,Volkov,521,France,Male,35,10488.44,96423.84,1,0,6,0,0
200,15604482,Chiemezie,850,Spain,Male,30,5978.2,141040.01,1,1,2,1,0
201,15622911,Jude,759,France,Male,42,121409.06,105420.18,1,1,4,1,0
202,15600974,He,516,Spain,Male,50,146145.93,0.0,1,1,5,1,1
203,15727868,Onuora,711,France,Female,38,14374.86,129022.06,2,1,2,1,1
204,15627801,Ginikanwa,512,Spain,Male,33,94670.77,176666.62,1,0,3,0,0
205,15773039,Ku,550,France,Male,37,179670.31,0.0,1,1,3,1,0
206,15755262,McDonald,608,Spain,Female,41,199304.74,89763.84,1,0,3,0,1
207,15679531,Collins,618,France,Male,34,151954.39,134954.53,1,1,5,1,0
208,15684181,Hackett,643,France,Male,45,142513.5,0.0,1,0,5,0,1
209,15612087,Dike,671,France,Male,45,158264.62,106376.85,1,1,2,1,0
210,15752047,Trevisano,689,Germany,Male,33,169381.9,161814.64,2,0,2,0,0
211,15624592,Tan,603,France,Male,31,169915.02,0.0,2,1,8,1,0
212,15573152,Glassman,620,France,Female,41,88852.47,0.0,2,0,9,0,0
213,15594917,Miller,676,France,Female,34,40645.81,63095.01,1,1,1,1,0
214,15785542,Kornilova,572,Germany,Male,26,60427.3,118287.01,2,0,4,0,0
215,15723488,Watson,668,Germany,Male,47,157959.02,106854.21,1,1,7,1,1
216,15680920,Marchesi,695,France,Male,46,133007.34,49512.55,1,0,7,0,0
217,15786308,Millar,730,Spain,Female,33,176576.62,0.0,2,0,9,0,0
218,15659366,Shih,807,France,Male,43,34888.04,105799.32,2,0,1,0,1
219,15774854,Fuller,592,France,Male,54,28737.71,0.0,1,1,8,1,1
220,15725311,Hay,726,France,Female,31,98178.57,114722.05,2,1,9,1,0
221,15787155,Yang,514,Spain,Male,30,125010.24,0.0,1,1,7,1,0
222,15727829,McIntyre,567,France,Male,42,167984.61,0.0,2,1,2,1,0
223,15733247,Stevenson,850,France,Male,33,4861.72,0.0,1,0,10,0,1
224,15568748,Poole,671,Germany,Male,45,108872.45,99564.22,1,1,6,1,1
225,15699029,Bagley,670,France,Male,37,198252.88,170557.91,2,0,4,0,0
226,15774393,Ch'ien,694,France,Female,30,26960.31,0.0,2,1,9,1,0
227,15676895,Cattaneo,547,Germany,Female,39,85746.52,74596.15,3,1,6,1,1
228,15637753,O'Sullivan,751,Germany,Male,50,77206.25,96888.39,1,0,2,0,1
229,15605461,Lucas,594,Germany,Female,29,61048.53,130830.22,1,0,3,0,0
230,15808473,Ringrose,673,France,Male,72,111981.19,0.0,2,1,1,1,0
231,15627000,Freeman,610,France,Male,40,62232.6,0.0,2,0,0,0,0
232,15787174,Sergeyev,512,France,Female,37,156105.03,0.0,2,1,1,1,0
233,15723886,Fiore,767,Germany,Male,20,150135.38,119714.25,2,1,3,1,0
234,15704769,Smith,585,France,Female,67,93146.11,113978.97,2,1,5,1,0
235,15772896,Dumetochukwu,763,Germany,Male,42,33462.94,100160.75,1,0,6,0,1
236,15711540,Pacheco,712,France,Female,29,144375.0,0.0,1,1,2,1,0
237,15764866,Synnot,539,Germany,Female,43,55803.96,116220.5,3,0,3,0,1
238,15794056,Johnston,668,France,Female,46,89048.46,0.0,3,0,2,0,1
239,15795149,Stevens,703,France,Male,28,162812.16,81173.83,2,1,2,1,0
240,15812009,Grant,662,Spain,Male,38,136259.65,0.0,2,0,4,0,0
241,15651001,Tsao,725,Germany,Female,39,124052.97,116803.8,1,0,5,0,0
242,15813844,Barnes,703,France,Male,37,74158.8,105961.68,2,1,8,1,0
243,15596175,McIntosh,659,Germany,Male,67,45071.09,117411.6,1,1,6,1,1
244,15576269,Madison,523,Spain,Male,34,62030.06,0.0,2,0,7,0,0
245,15797219,Ifesinachi,635,France,Female,40,131953.23,123497.58,1,0,10,0,1
246,15685500,Glazkov,772,Germany,Male,26,79414.0,152400.51,2,0,7,0,0
247,15599792,Dimauro,545,France,Female,26,199638.56,0.0,2,1,1,1,0
248,15657566,Wieck,634,Germany,Male,24,157577.29,103097.85,1,1,8,1,0
249,15772423,Liao,739,Germany,Male,54,134420.75,126418.14,1,0,8,0,1
250,15628112,Hughes,771,Germany,Female,36,99805.99,77846.9,1,0,5,0,0
251,15753754,Morrison,587,Spain,Female,34,97932.68,0.0,2,1,1,1,0
252,15793726,Matveyeva,681,France,Female,79,170968.99,0.0,2,1,0,1,0
253,15694717,Ku,544,Germany,Male,37,57558.95,79731.91,1,1,2,1,0
254,15665834,Cheatham,696,Spain,Male,28,176713.47,0.0,1,0,8,0,0
255,15765297,Yao,766,Spain,Male,41,34283.23,0.0,2,1,0,1,0
256,15636684,Kirkland,727,France,Male,34,198637.34,0.0,2,1,10,1,0
257,15592979,Rose,671,Germany,Female,34,156917.12,37266.67,2,0,6,0,0
258,15750803,Jess,693,France,Female,30,50457.2,127992.25,1,1,6,1,0
259,15607178,Welch,850,Germany,Male,38,140075.55,54901.01,1,1,3,1,0
260,15713853,Ifeajuna,732,Germany,Male,42,65323.11,108748.08,2,1,9,1,0
261,15673481,Morton,726,Spain,Female,48,64323.24,99906.19,1,0,6,0,0
262,15686776,Rossi,557,France,Female,32,14956.44,184686.41,2,0,6,0,0
263,15673693,Reppert,682,France,Female,26,111879.21,110654.02,1,1,0,1,0
264,15700696,Kang,738,Spain,Male,31,18606.23,79019.8,1,1,9,1,0
265,15813163,Ch'iu,531,Spain,Female,36,123137.01,99240.51,1,0,9,0,0
266,15653857,Wallis,498,France,Male,34,148528.24,0.0,2,1,2,1,0
267,15777076,Clark,651,France,Male,36,13898.31,0.0,2,0,7,0,0
268,15717398,Fielding,549,Spain,Female,39,81259.25,0.0,1,0,7,0,1
269,15799217,Zetticci,791,Germany,Female,35,161051.75,52436.2,1,0,7,0,0
270,15787071,Dulhunty,650,Spain,Male,41,191599.67,0.0,2,1,9,1,0
271,15619955,Bevington,733,Germany,Male,34,48559.19,100337.96,3,0,3,0,1
272,15796505,Boyle,811,Germany,Female,34,186339.74,149297.19,2,1,1,1,0
273,15725166,Newton,707,France,Male,30,33159.37,0.0,2,0,8,0,0
274,15800116,Bowman,712,Germany,Male,28,93883.53,145605.44,1,1,4,1,0
275,15758685,Dubinina,706,Spain,Female,37,110899.3,0.0,2,1,7,1,0
276,15694456,Toscani,756,France,Male,62,11199.04,0.0,1,1,3,1,1
277,15767339,Chiazagomekpere,777,France,Female,53,189992.97,0.0,2,0,10,0,0
278,15683562,Allen,646,France,Male,35,164255.69,84026.86,1,1,6,1,0
279,15782210,K'ung,714,France,Male,46,152167.79,0.0,1,0,1,0,1
280,15668893,Wilsmore,782,France,Male,39,33949.67,0.0,2,1,8,1,0
281,15669169,Hargreaves,775,Spain,Male,29,68143.93,0.0,2,1,10,1,0
282,15643024,Huang,479,Germany,Male,35,47251.79,138718.92,1,1,4,1,1
283,15699389,Ch'ien,807,France,Male,42,25885.72,118274.71,1,1,7,1,0
284,15708608,Wallwork,799,France,Female,22,192633.85,174185.98,2,1,8,1,0
285,15626144,Chu,675,France,Male,40,34577.36,113208.86,2,0,7,0,0
286,15573112,Kang,602,Spain,Male,29,161229.84,103907.28,1,0,5,0,0
287,15790678,Davidson,475,France,Female,32,100816.29,119023.28,1,0,8,0,0
288,15727556,O'Donnell,744,Spain,Female,26,181694.44,166297.89,1,1,5,1,0
289,15697307,Nnachetam,588,Spain,Male,34,79078.91,0.0,2,0,10,0,0
290,15652266,Chidiebele,703,Germany,Male,42,137316.32,63227.0,1,1,9,1,0
291,15607098,Ahmed,747,Spain,Female,41,194926.86,94521.17,2,0,5,0,0
292,15655774,Booth,583,France,Male,27,51285.49,0.0,2,0,7,0,0
293,15590241,Chuang,750,Spain,Female,34,150401.53,112822.26,1,0,9,0,1
294,15785819,Shao,681,France,Male,38,112491.96,0.0,2,1,3,1,0
295,15723654,Tsao,773,France,Male,25,73656.38,135903.33,1,0,2,0,0
296,15774510,Tien,714,France,Female,31,106636.89,125169.26,1,1,4,1,0
297,15684173,Chang,687,Spain,Female,44,155853.52,0.0,3,0,7,0,1
298,15650068,Johnson,511,France,Male,58,162599.51,149117.31,1,1,0,1,0
299,15811490,French,627,France,Male,33,103737.82,0.0,2,1,5,1,0
300,15803976,Efremov,694,France,Female,31,160990.27,0.0,2,0,10,0,0
301,15682541,Hartley,616,Spain,Female,36,15462.84,132311.71,1,0,6,0,0
302,15695699,Calabrese,687,France,Male,35,10334.05,0.0,2,0,8,0,0
303,15624188,Chiu,712,France,Female,33,190686.16,0.0,2,1,6,1,0
304,15812191,Brennan,553,France,Male,33,94440.45,118082.89,1,0,4,0,0
305,15636673,Onwuatuegwu,667,France,Male,31,28257.63,119266.69,1,1,1,1,0
306,15594898,Hewitt,731,France,Male,43,170034.95,0.0,1,1,2,1,1
307,15660211,Shih,629,Germany,Male,35,31824.29,156847.29,2,0,7,0,0
308,15773972,Balashov,614,France,Male,50,127166.49,137104.47,1,0,4,0,1
309,15746726,Doyle,438,Germany,Male,31,44937.01,78398.69,1,0,8,0,0
310,15712287,Pokrovskii,652,France,Female,80,188603.07,0.0,2,1,4,1,0
311,15702919,Collins,729,Germany,Male,30,145111.37,63669.42,1,0,6,0,0
312,15674398,Russo,642,France,Male,38,171463.83,0.0,2,0,3,0,0
313,15797960,Skinner,806,Germany,Female,59,182822.5,135296.33,1,0,0,0,0
314,15631868,Robertson,744,Spain,Male,36,87213.33,153804.44,1,1,2,1,0
315,15581539,Atkinson,474,Spain,Male,37,57175.32,0.0,2,0,3,0,0
316,15662736,Doyle,559,France,Male,49,120540.83,147069.78,1,0,2,0,1
317,15666252,Ritchie,706,Spain,Male,42,28714.34,0.0,2,1,9,1,0
318,15677512,McEncroe,628,Spain,Female,22,85426.28,0.0,1,0,3,0,0
319,15626114,Pearson,429,France,Male,24,46170.75,95741.75,1,0,4,0,0
320,15810834,Gordon,525,Spain,Female,57,64448.36,145965.33,1,1,2,1,0
321,15678910,Ts'ai,680,France,Female,30,16278.97,141441.75,1,1,8,1,0
322,15694408,Lung,749,France,Male,40,182855.42,139290.41,1,0,1,0,1
323,15585215,Yuan,763,France,Female,31,50404.72,0.0,2,0,4,0,0
324,15682757,Pardey,734,France,Male,30,107640.25,0.0,2,0,3,0,0
325,15736601,Tai,716,France,Male,35,134132.65,144428.87,1,0,4,0,0
326,15601848,Scott,594,France,Male,35,103480.69,0.0,2,0,2,0,0
327,15736008,Hunter,644,France,Female,46,108761.05,95441.27,1,0,9,0,1
328,15669064,Mazzanti,671,Germany,Male,35,179012.3,144848.74,1,1,1,1,0
329,15624528,L?,664,Germany,Male,26,95145.14,116244.14,2,1,7,1,0
330,15598493,Beach,656,France,Male,50,72143.44,0.0,2,1,7,1,0
331,15601274,Hsieh,667,Spain,Female,40,19162.89,146502.07,1,0,1,0,0
332,15702669,Faulkner,663,Germany,Male,44,144680.18,117028.6,2,1,2,1,0
333,15728669,Knowles,584,Germany,Female,30,177772.03,112013.81,1,0,8,0,1
334,15742668,Day,626,Spain,Female,37,5597.94,108269.37,1,0,6,0,0
335,15697441,Hsueh,485,France,Male,29,116828.51,182123.79,1,0,7,0,1
336,15740476,Tsao,659,Germany,Female,32,174652.51,150923.74,2,1,3,1,0
337,15648064,Kennedy,649,France,Male,33,2010.98,0.0,2,0,2,0,0
